believed,biˈli:vd,1,v. 相信( believe的过去式和过去分词 ); 认为; 以为; 对…信以为真
precept,'pri:sept,1,"n. 规诫, 规矩, 格言, 训令\n[经] 告诫, 指令"
vagabond,'vægәbɒnd,1,"n. 流浪者, 浪子, 流氓\nvi. 到处流浪\na. 流浪的, 漂泊的, 浪荡的, 流浪者的"
silence,'sailәns,1,"n. 沉默, 无声, 静寂, 湮没, 无声息\nvt. 使缄默\ninterj. 安静"
distress,di'stres,1,"n. 苦恼, 贫困, 痛苦\nvt. 使苦恼\na. 亏本出售的"
unnatural,.ʌn'næʃәrәl,1,"a. 不自然的, 反常的, 不近人情的\n[法] 不自然的, 违背人道, 邪恶的"
export,ik'spɒ:t,1,"n. 输出品, 输出\nvt. 输出, 出口\nvi. 输出物资\n[计] 导出"
15,,1," fifteen"
generations,,1,n. 世代（generation的复数）
indifferently,in'difәrәntli,1,"adv. 不关心地, 冷淡地, 淡然地"
passive,'pæsiv,1,"a. 消极的, 被动的, 冷漠的, 顺从的, 无源的\n[医] 被动的"
eager,'i:gә,1,"a. 热心的, 渴望的, 热望的"
runs,,1,n. 顺串；泻肚子；流量（run的复数形式）
jesting,'dʒestiŋ,1,"a. 爱开玩笑的, 打趣的, 说着玩的, 滑稽的, 逗趣的, 好笑的"
dent,dent,1,"n. 凹痕\nvt. 使凹下, 削弱\nvi. 塌陷"
spectatordom,,1,
slave-driver,sleiv ˈdraivə,1,n. 驱使奴隶作工的人
notice,'nәutis,1,"n. 注意, 布告, 通知, 预告, 短评\nvt. 注意, 通知, 评论, 提及, 关注\nvi. 注意"
strange,streindʒ,1,"a. 奇怪的, 陌生的, 生疏的, 不熟悉的, 不可思议的, 外行的, 外地的, 异乡的"
subegeris,,1,
levity,'levәti,1,"n. 轻率, 轻浮, 不稳定"
englander,'iŋ^lәndә(r),1,n. 英国人；英格兰人
daylight,'deilait,1,"n. 白昼, 日光\nvt. 使沐浴于日光\nvi. 享有日光"
ventured,ˈventʃəd,1,"v. 敢于, 冒险( venture的过去式和过去分词 ); 冒…的危险; 拿…冒险; 用…进行投机"
vaguely,'veigli,1,"adv. 含糊地, 暧昧地"
indito,,1,
inevitably,in'evitәbli,1,adv. 不可避免地
rates,,1,n. 比率；价格；等级（rate的复数形式）
nowhere,'nәuhwєә,1,"adv. 无处, 到处都无"
prisoner,'priznә,1,"n. 囚犯, 犯人, 战俘\n[法] 犯人, 囚犯, 扣押犯"
determines,diˈtə:minz,1,"v. （使）下决心, （使）做出决定( determine的第三人称单数 ); 决定; 确定; 使决定"
wilberforce,,1,
blundering,'blʌndәriŋ,1,"a. 粗笨的, 易犯错的"
started,s'tɑ:tɪd,1,"v. 出发, 启程( start的过去式和过去分词 ); 起动; 提出（问题）; 开办"
dissipated,'disipeitid,1,"a. 沉迷于酒色的, 闲游浪荡的, 消失的"
self-emancipation,,1,
bud,bʌd,1,"n. 芽, 花蕾\nvi. 发芽, 萌芽\nvt. 使发芽"
graces,,1,"n. 风度, 恩遇, 魅力"
relieve,ri'li:v,1,"vt. 减轻, 救济, 解除, 使免除, 换...的班, 使得到调剂, 使不单调, 衬托, 使显著\nvi. 救济, 当替补投手, 呈鲜明突出"
attaches,əˈtætʃiz,1,"v. 贴上, 系, 附上( attach的第三人称单数 ); （有时不受欢迎或未受邀请而）参加; 把…固定; 把…归因于"
refreshed,,1,v. 使清凉；使重新提起精神；得到补充给养（refresh的过去分词）
hath,"hæθ; hәθ, әθ",1,vbl.<废>have的第三人称单数现在式
suggest,sәg'dʒest,1,"vt. 提议, 建议, 促成, 暗示, 启发, 使人想起\n[法] 建议, 提出, 提议"
wood-pile,,1,
cato,,1,
compact-looking,,1,
directions,,1,n. 指示；方向；用法说明书（direction的复数形式）
caliphs,ˈkeɪlɪfs,1,n. <史>哈里发（伊斯兰领袖的称号）( caliph的复数形式 )
begins,bɪ'ɡɪnz,1,v. 开始( begin的第三人称单数 ); 着手; 创始; 创办
panem,,1,
clearer,'kliәrә,1,"[医] 澄清剂, 透明剂; 洗剂(牙)\n[经] (票据)交换员"
graves,ɡrɑ:v,1,n. 坟墓（grave的复数）
refinement,ri'fainmәnt,1,"n. 精致, 高尚, 精巧\n[医] 精制, 精练"
surveying,sә'veiiŋ,1,n. 测量
sweat,swet,1,"n. 汗, 汗水, 水珠, 焦急\nvi. 出汗, 渗出, 冒出水气, 结水珠, 烦恼, 懊恼\nvt. 使出汗, 流出, 榨出, 使汗流浃背"
sweats,swets,1,vt. 发汗；夜间盗汗（sweat的三单形式）
predicament,pri'dikәmәnt,1,"n. 处境, 穷境, 困局"
faculty,'fækәlti,1,"n. 才能, 能力, 全体教员, (大学的)系\n[医] 能力, [大学]院系"
hills,,1,n. 丘陵（hill的复数形式）
habits,,1,n. 习性；习惯（habit的复数）
agricultural,.ægri'kʌltʃәrәl,1,"a. 农业的\n[法] 农业的, 耕作的"
nailed,neild,1,a. 用钉钉牢的
headway,'hedwei,1,"n. 前进, 航行速度, 进展\n[经] 进尺, 钻井"
sugarplum,'ʃugәplæm,1,"n. 小糖果, 甜言蜜语, 甜头"
allow-,,1,
abundant,ә'bʌndәnt,1,"a. 丰富的, 充分的, 大量的"
deducting,diˈdʌktɪŋ,1,"v. 扣除, 减去( deduct的现在分词 )"
augean,,1,
genus,'dʒi:nәs,1,"n. 种, 类\n[医] 属(分类)"
masters,,1,n. 主人；硕士；大师赛（master的复数形式）
shivered,ˈʃivəd,1,"v. （因寒冷, 害怕等）颤抖, 哆嗦( shiver的过去式和过去分词 )"
meagre,'mi:^ә(r),1,"a. 瘦的, 不毛的, 贫乏的, 贫弱的, 少量的, 力量不够的, 质不高的, 量不足的"
troy,trɔi,1,"n. 金衡, 金衡制, 特洛伊城\na. 用金衡制表示的"
caterpillars,kætə'pɪləz,1,n. 毛虫( caterpillar的复数形式 ); 履带
forgot,fә'gɒt,1,forget的过去式和过去分词
belief,bi'li:f,1,"n. 信念, 相信, 信仰"
extended,ik'stendid,1,"a. 延续的, 伸出的, 竭尽全力的, 广大的, 扩大范围的\n[法] 展期的, 延期的, 延长的"
vapor,'veipә,1,"n. 汽, 蒸气\nvi. 蒸发\nvt. 使蒸发"
marble,'mɑ:bl,1,"n. 大理石, 石弹, 雕刻品\na. 大理石的, 冷酷无情的, 有大理石花纹的"
talent,'tælәnt,1,"n. 天才, 才能, 有才干的人, 天资"
venetian,,1,
carload,'kɑ:lәud,1,"n. 车辆荷载, 货车的最低载重量\n[经] 车辆载荷, 整车, (铁路)货车每辆积载量"
loaf,lәuf,1,"n. 一条面包, 块, 游荡\nv. 游手好闲, 虚度光阴"
sappy,'sæpi,1,"a. 树液多的, 精力充沛的"
ore,ɒ:,1,n. 矿石\n[经] 矿
manna-wise,,1,
knead,ni:d,1,"vt. 揉, 按摩, 捏\n[机] 揉合"
eve,i:v,1,"n. 前夕, 前夜"
complex,kәm'pleks,1,"n. 综合体, 情结, 络合物\na. 复杂的, 组合的"
hewing,hju:ɪŋ,1,v. （用斧、刀等）砍、劈( hew的现在分词 ); 砍成; 劈出; 开辟
swarm,swɒ:m,1,"n. 群, 大群, 蜂群, 分蜂群\nvi. 分群, 群集, 聚集一块, 云集, 攀\nvt. 挤满, 爬, 攀"
highway,'haiwei,1,"n. 公路, 大道, 捷径\n[法] 公路, 大路"
attracted,ə'træktɪd,1,吸引\n的兴趣\n被吸引的
tare,tєә,1,"n. 巢菜, 稗子, 皮重\nvt. 称皮重"
pace,peis,1,"n. 速度, 步调, 步法\nvi. 踱步, 缓慢走\nvt. 用步测, 踱步于"
bandbox,'bændbɒks,1,n. 硬纸盒
maples,,1,n. 篮球场地板（maple的复数形式）
shake,ʃeik,1,"n. 摇动, 震动\nvt. 摇动, 动摇, 使震动, 挥舞\nvi. 震动, 发抖, 动摇"
truthfulness,,1,n. 真实；正当；坦率
forged,,1,a. 锻的；锻造的
miserable,'mizәrәbl,1,a. 悲惨的；痛苦的；卑鄙的
cursing,'k\\\\:siŋ,1,v. 诅咒（curse的ing形式）
smoked,smәukt,1,a. 熏制的
entangled,ɪnˈtæŋgld,1,"a. 卷入的; 陷入的; 被缠住的; 缠在一起的\nv. 使某人（某物/自己）缠绕, 纠缠于（某物中）, 使某人（自己）陷入（困难或复杂的环境中）( entangle的过去式和过去分词 )"
concentrated,'kɒnsәntreitid,1,"a. 集中的, 浓缩的\n[建] 浓的"
penn,pen,1,abbr. 宾夕法尼亚大学（Pennsylvania）
incurable,in'kjurәbl,1,"a. 不能医治的, 不能矫正的, 无救的\nn. 不治的病人, 无救的人"
outskirts,'autskә:ts,1,"n. 近郊, 市郊"
portionless,"'pɔ:ʃәnlis,'pәj-",1,"a. 没有份儿的\n[法] 没有遗产份额的, 无承继份的"
province,'prɒvins,1,"n. 省, 地方, 职权, 领域\n[法] 省, 地方, 领域"
cow,kau,1,"n. 母牛, 母兽\nvt. 威胁"
01,,1,
bearers,ˈbeərəz,1,n. 送信人( bearer的复数形式 ); （票据、支票等的）持有人; 挑夫; 支撑物
texture,'tekstʃә,1,"n. (织物的)密度, (材料等的)结构, 纹理\n[化] 纹理"
acts,,1,abbr. 声控遥测系统（Acoustic Control and Telemetry System）；声控制与遥测系统（Acoustic Control and Telemetry System）
mason,meisn,1,"n. 泥瓦匠, 共济会会员\nvt. 用砖瓦砌成"
exist,ig'zist,1,"vi. 存在, 生存, 发生"
miles,,1,"n. 英里（1英里约合1609米, mile的复数形式）"
wandered,ˈwɔndəd,1,v. 漫游( wander的过去式和过去分词 ); 走神; 神志恍惚; （思想）开小差
purification,.pjurifi'keiʃәn,1,"n. 纯化, 提纯, 涤罪\n[化] 提纯"
seat,si:t,1,"n. 座, 座位, 位子, 席位, 所在地\nvt. 使坐下, 使就座, 为...设座于, 使就职\nvi. 安装在底座上"
magnificently,mæɡ'nɪfɪsntlɪ,1,adv. 壮丽地; 宏伟地; 极好地; 出色地
famine,'fæmin,1,"n. 饥荒, 缺乏, 饥饿"
prosperity,prɒs'periti,1,"n. 繁荣, 茂盛, 成功\n[经] 繁荣"
substitutes,ˈsʌbstitju:ts,1,"n. 代替者( substitute的名词复数 ); 替补（运动员）; 替代物; [语法学]代用词\nv. 代替, 替换, 代用( substitute的第三人称单数 ); 做…的代理人, 接替"
beds,,1,"n. 床上用品, 床组（bed复数）"
sunday,,1,
salute,sә'lu:t,1,"vi. 行礼, 致意, 问候, 放礼炮\nvt. 向...致意, 迎接, 赞扬\nn. 招呼, 敬礼, 礼炮"
silent,'sailәnt,1,"a. 沉默的, 安静的, 无声的, 静止的\n[医] 静止的, 无症状的"
qualified,'kwɒlifaid,1,"a. 有资格的\n[经] 合格的, 有条件的, 有限制的"
imaginable,i'mædʒinәbl,1,"a. 可想像的, 可能的"
waste,weist,1,"n. 浪费, 废物, 损耗, 消耗, 荒地, 垃圾, 地面风化物\na. 废弃的, 荒芜的, 多余的\nvt. 浪费, 消耗, 使荒芜\nvi. 浪费, 消耗, 变消瘦"
preach,pri:tʃ,1,"v. 传道, 讲道, 说教, 宣讲, 鼓吹\nn. 说教, 布道"
kinder,'kindәr,1,adv. 有几分；有一点
darkness,'dɑ:knis,1,"n. 黑暗, 暗, 深色, 隐密, 模糊, 无知"
vice,vais,1,"n. 恶习, 恶行, 罪恶, 堕落, 缺陷, 恶癖, 老虎钳\nvt. 钳住\nprep. 代替"
date,deit,1,"n. 日期, 约会, 枣椰树\nvt. 约会, 定日期\nvi. 注明日期, 过时"
timidly,'tɪmɪdlɪ,1,"adv. 胆小地, 羞怯地"
peculiar,pi'kju:ljә,1,"a. 奇特的, 罕见的, 特殊的, 特别的\nn. 特有财产, 特权"
vantage,'væntidʒ,1,"n. 优势, 有利情况"
sail,seil,1,"n. 帆, 篷, 帆船, 航程, 帆状物\nvi. 航行, 启航, 张帆而行\nvt. 航行于, 驾船"
insufficient,.insә'fiʃәnt,1,"a. 不够的, 不能胜任的, 不充足的\n[法] 不足的, 不充分的, 不能胜任的"
ruined,'ruind,1,"a. 毁灭的, 没落的, 荒废的"
voluntarily,.vɒlәn'terili,1,"adv. 自愿地, 以自由意志"
frosty,'frɒsti,1,"a. 霜冻的, 严寒的, 冷淡的"
artificial,.ɑ:ti'fiʃәl,1,"a. 人造的, 假的, 非原地产的\n[医] 人工的, 人造的, 伟牟"
saccharine,"'sækәrain, -ri:n",1,"a. 糖的, 含糖的, 产糖的, 极甜的, 过甜的, 太甜的, 奉承的, 讨好的, 和颜悦色的\nn. 糖精"
desired,di'zaiәd,1,a. 渴望的；想得到的
heroic,hi'rәuik,1,"a. 英勇的, 英雄式的, 壮丽雄伟的\nn. 英雄诗, 史诗, 英勇行为"
drawing,'drɒ:iŋ,1,"n. 图画, 制图, 拉\n[计] 绘图"
behaved,biˈheivd,1,v. （行为或举止）表现( behave的过去式和过去分词 ); 工作; （使）守规矩
arrowy,'ærәui,1,"a. 箭的, 箭状的, 箭般迅速的"
learning,'lә:niŋ,1,"n. 学问, 学识, 学习\n[计] 学习"
narrowness,'nærәunis,1,"n. 狭小, 小气"
buckled,'bʌkld,1,a. 有扣的
extreme-,,1,
wardrobe,'wɒ:drәub,1,"n. 衣橱, 衣室, 全部衣服"
suited,'sju:tid,1,a. 适合的
calling,'kɒ:liŋ,1,"n. 职业, 行业, 呼唤, 召集\n[计] 呼叫"
remissness,,1,"[法] 粗心大意, 疏忽, 懈怠"
hoed,həud,1,v. 锄( hoe的过去式和过去分词 )
impoverished,im'pɔvәriʃt,1,"a. 穷困的, 无力的,用尽了的"
destroying,disˈtrɔiŋ,1,v. 破坏( destroy的现在分词 ); 毁灭; 消灭; 杀死
concealed,,1,"a. 隐蔽的, 隐匿的"
pewee,'pi:wi:,1,n. [鸟]美洲小燕
fame,feim,1,"n. 名望, 名声, 传说"
corporation,.kɒ:pә'reiʃәn,1,"n. 公司, 合作, 法人团体\n[法] 法人团体, 社团, 法人"
treasures,ˈtreʒəz,1,n. 金银财宝( treasure的名词复数 ); 宝藏; 珍宝; 不可多得的人才\nv. 重视( treasure的第三人称单数 ); 珍惜; 珍视; 珍爱
creeping,'kri:piŋ,1,n. 爬行\na. 爬行的
pertinently,'pɜ:tɪnəntlɪ,1,adv. 适切地
lights,laits,1,n. （供食用的）家畜的肺脏；灯光（light的复数）
marcus,,1,
joined,,1,"v. 加入；连接；参加（join的过去式, 过去分词）"
balcom,,1,n. (Balcom)人名；(英)巴尔科姆
fitting,'fitiŋ,1,"a. 适宜的\nn. 试穿, 试衣, 装配, 装置"
motes,məʊts,1,n. <过时>尘埃( mote的复数形式 ); 斑点
standard,'stændәd,1,"n. 标准, 规格, 旗, 军旗, 本位\na. 标准的, 合规格的\n[计] 标准"
select,si'lekt,1,"a. 挑选出来的, 极好的\nv. 选择, 挑选\nn. 被挑选者, 精萃\n[计] 选定"
turning,'tә:niŋ,1,"n. 旋转, 转弯处, 车削工作\n[化] 车削"
seriously,'siәriәsli,1,"adv. 严肃地, 认真地, 严重地"
woodlot,'wudlɒt,1,n. 林地
shoot,ʃu:t,1,"n. 射击, 狩猎, 芽, 射伤, 发射, 发芽, 急流, 推力, 摄影, 急送, 滑运道, 浪费\nvt. 射击, 射中, 损毁, 拍摄, 喷出, 投射, 挥出, 飞速行进, 挥霍, 给...注射\nvi. 射出, 射击, 发出, 拍电影, 射门, 发芽"
torrid,'tɒ:rid,1,"a. 晒热的, 酷热的, 炎热的"
consolation,.kɒnsә'leiʃәn,1,"n. 安慰, 令人安慰的事物\n[法] 安慰, 慰问"
followed,,1,a. 跟随的；服从的
state-prison,,1,
scholar-like,,1,
advantages-,,1,
idle-,,1,
cellars,ˈseləz,1,"n. 地下室, 地窖( cellar的复数形式 ); 酒窖"
arrival,ә'raivl,1,"n. 到达, 抵达, 到达者\n[经] 到达, 到达物"
regulate,'regjuleit,1,"vt. 管理, 控制, 调节, 调整, 校准\n[经] 控制, 管理"
content,kәn'tent,1,"n. 内容, 满足, 意义, 要旨\na. 满足的, 满意的\nvt. 使...满足, 使...安心\n[计] 内容"
arguments,,1,n. 参数
belongs,biˈlɔŋz,1,v. 属于( belong的第三人称单数 ); 是…的成员; 应被放在; 适应
appreciated,əˈpri:ʃieitid,1,v. 感激( appreciate的过去式和过去分词 ); 欣赏; （充分）意识到; 对…作（正确）评价
persuasiveness,pə'sweɪsɪvnəs,1," 说服力"
hatched,'hætʃid,1,a. [计]阴影线的
despatch,di'spætʃ,1,v. 派遣\nn. 派遣
analytic,.ænә'litik,1,"a. 分析的, 善于分析的, 解析的\n[医] 分析的"
hither-,,1,
villages,'vɪlɪdʒəz,1,n. 村( village的复数形式 ); 乡村; 村庄; 村镇
profession,prә'feʃәn,1,"n. 职业, 表白, 声明\n[化] 工种; 职业"
stronger,,1,[经] 强劲的
amounted,ə'maʊnt,1,"vi. 总计, 合计；相当于；共计；产生…结果\nn. 数量；总额, 总数"
policy,'pɒlisi,1,"n. 政策, 方针, 策略, 保险单\n[医] 凭单, 保险单"
stoned,stәund,1,"a. 有核的, 除去核的, 醉酒的"
wines,,1,n. 葡萄酒；令人沉醉的东西（wine的复数）
71,,1," seventy-one"
independents,ˌɪndiˈpendənts,1,n. 自主的( independent的复数形式 ); 不相关连的; 无党派的; 不相干的人所做的（或提供的）
hard-hearted,,1,"a. 无同情心的, 硬心肠的, 冷酷的"
cheer,tʃiә,1,"n. 愉快, 振奋, 欢呼\nvi. 欢呼, 喝彩, 快活起来\nvt. 使振奋, 欢呼"
neighborliness,,1,"n. 睦邻, 亲近, 和睦"
shakespeare,,1,
understood,.ʌndә'stud,1,understand的过去式和过去分词
combine,kәm'bain,1,"v. (使)联合, (使)结合\nn. (企业的)联合, 联合收割机"
hammering,'hæmәriŋ,1,n. 锤打；锤击；抨击
gifts,,1,"n. 礼品, 赠品；礼物；天赋（gift的复数形式）"
arises,,1,v. 出现；发生；站立
indigence,'indidʒәns,1,"n. 贫乏, 穷困的人们"
mercies,ˈmə:siz,1,n. 宽容( mercy的名词复数 ); 怜悯; 幸运之事; 侥幸
professor,prә'fesә,1,n. 教授
precedents,,1,[计] 引用单元
providing,,1,"conj. 以...为条件, 假如"
laughs,lɑ:fs,1,n. 笑声( laugh的名词复数 ); 笑态; 笑料\nv. 笑( laugh的第三人称单数 ); 发笑; 嘲笑; （特别表示因成功而）处于有利地位
manly,'mænli,1,"a. 象男人的, 强壮的, 适于男人的"
cloths,,1,"n. 布, 衣料, 织物, 布块, 桌布, (某一职业的标识)服装, 帆"
sympathy-,,1,
bagdad,,1,
noisy,'nɒizi,1,"a. 嘈杂的, 喧闹的\n[机] 噪声的, 嘈杂的"
exclaim,iks'kleim,1,"v. 大叫, 呼喊, 大声叫"
estimation,.esti'meiʃәn,1,"n. 判断, 估计, 尊重\n[化] 估计; 估定; 测定; 估值"
housed,,1,a. 封装的
transferred,,1,n. 呼叫转移；已转运
larder,'lɑ:dә,1,"n. 食物橱, 家用食品, 食物储藏室"
behold,bi'hәuld,1,"vt. 看到, 注视\nvi. 看"
quiet,'kwaiәt,1,"n. 安静, 闲适, 平静\na. 安静的, 静止的, 寂静的, 朴素的, 从容的, 暗中的\nvi. 平静下来\nvt. 使平静, 使平息, 使安心, 安慰"
shiftlessness,,1,懒惰\n不求上进
figure,'figә,1,"n. 数字, 价格, 图形, 形状\nvt. 描绘, 表示, 演算, 认为\nvi. 计算, 出现, 估计"
inspiring,in'spaiәriŋ,1,a. 鼓舞人心的
practice,'præktis,1,"n. 实践, 练习, 实行, 惯例, 习惯, 开业\nv. 实践, 实行, 练习, 实习, 业务"
minding,,1,vi. 介意（mind的现在分词形式）
incidental,.insi'dentәl,1,"a. 附带的, 偶然的, 容易发生的\nn. 附带事件"
rate,reit,1,"n. 比率, 率, 速度, 价格, 费用, 等级\nvt. 估价, 认为, 鉴定等级, 责骂\nvi. 被评价, 责骂"
unusual,.ʌn'ju:ʒu:l,1,"a. 不寻常的, 罕见的, 与众不同的"
planted,,1,vbl. 种植
musky,'mʌski,1,"a. 麝香的, 产生麝香的, 麝香似的"
partition,pɑ:'tiʃәn,1,"n. 分割, 隔离物, 隔墙, 财产分割\nvt. 区分, 瓜分, 隔开, 分割\n[计] 分区; 划分"
purple,'pә:pl,1,"n. 紫色, 帝位\na. 紫色的, 帝王的, 华而不实的\nv. (使)成紫色"
tearing,'tєәriŋ,1,"a. 撕裂般的, 痛苦的, 猛烈的\n[化] 断开; 撕裂"
assign,ә'sain,1,"vt. 分配, 指派, 赋值\n[计] 赋值"
permit,pә'mit,1,"n. 许可证, 许可, 执照, 通行证\nvt. 允许, 容许, 可能, 使放手做\nvi. 容许, 给以机会, 提供可能"
subtracted,,1,n. 无进位加减法器
enumerating,ɪˈnu:məˌreɪtɪŋ,1,"v. 列举, 枚举, 数( enumerate的现在分词 )"
describes,,1,"v. 描述, 记述；形容, 作图（describe的复数形式）"
mixture,'mikstʃә,1,"n. 混合, 混淆, 混合物\n[化] 混合物"
abandon,ә'bændәn,1,"vt. 放弃, 抛弃, 遗弃, 使屈从, 沉溺, 放纵\nn. 放任, 无拘束, 狂热"
ignorance,'ignәrәns,1,"n. 无知, 愚味\n[法] 无知, 不知情, 愚昧"
gainer,'geinә,1,"n. 获得者, 得利者, 胜利者\n[经] 获利者"
discontent,.diskәn'tent,1,n. 不满
judged,dʒʌdʒd,1," 判断正确的"
disappear,.disә'piә,1,"vi. 消失, 不见"
imperfect,im'pә:fikt,1,"a. 不完美的, 不完整的, 减弱的, 未完成过去时的\nn. 未完成体"
scorched,skɔ:tʃt,1,"n. 焦头烂额；烧焦, 烤焦"
cowers,ˈkaʊəz,1,"v. 畏缩, 抖缩( cower的第三人称单数 )"
synthetic,sin'θetik,1,"n. 合成物质\na. 综合(性)的, 人造的, 合成的"
mother,'mʌðә,1,"n. 母亲, 修女院长\nvt. 产生, 照看, 收养"
publicans,ˈpʌblikənz,1,"n. 收税员, 酒馆老板( publican的复数形式 )"
slavery,'sleivәri,1,"n. 奴隶的身分, 奴隶状态, 奴隶制度\n[法] 奴隶制度, 奴役, 苦役"
notions,'nəʊʃnz,1,n. <美>缝纫用的杂货（如针、线等）; 概念( notion的复数形式 ); 观念; 突然的念头; 意图
contemporary,kәn'tempәrәri,1,"n. 同时代的人\na. 同时代的, 属于同一时期的"
splendor,'splendә,1,"n. 光辉, 壮丽, 显赫"
grand,grænd,1,"a. 庄重的, 壮观的, 显赫的, 重大的, 最高的, 雄伟的, 宏大的, 豪华的, 傲慢的\n[法] 重大的, 主要的, 伟大的"
incapacitated,ˌɪnkəˈpæsɪˌteɪtid,1,"a. [法]丧失能力\nv. 使无能力, 使不适合( incapacitate的过去式和过去分词 )"
tattooing,tæ'tu:iŋ,1,[医] 纹身[法]
slaves,,1,n. 斯拉夫人
freer,'fri:ә(r),1,n. 给予自由的人或事物
lavishly,'læviʃli,1,"adv. 浪费地, 丰富地"
proclaimed,prəˈkleimd,1,v. 正式宣布( proclaim的过去式和过去分词 ); 显示
lamplight,'læmplait,1,n. 灯火
sheltered,,1,"a. 受庇护的, 受保护的"
notch,nɒtʃ,1,"n. 刻痕, 等级, 峡谷\nvt. 刻凹痕, 用刻痕计算, 赢得"
successive,sәk'sesiv,1,"a. 继承的, 连续的\n[经] 接续承运人; 连续的"
movable,'mu:vәbl,1,"n. 活动的东西, 动产\na. 可动的, 可移动的, 不定的"
circumspection-,,1,
notes,,1,"n. 票据；注释, 说明（note复数）"
mother-o,,1,
drinking,'driŋkiŋ,1,"n. 喝, 喝酒"
useful,'ju:sful,1,"a. 有用的, 有益的\n[机] 有用的, 有效的"
wandering,'wɒndәriŋ,1,"a. 漫游的, 徘徊的, 流浪的, 蜿蜒的\nn. 闲逛, 流浪, 离题, 胡言乱语"
fixture,'fikstʃә,1,"n. 固定(状态), 固定物, 设备\n[计] 夹具"
handsome,'hænsәm,1,"a. 英俊的, 大方的, 慷慨的, 相当可观的, 美观的, 灵敏的"
posts,,1,n. 标杆；岗位；帖子；邮件（post的复数）
harem,'herәm,1,"n. 闺房, (闺房里的)妻妾"
conveniences,kәn'vi:njәnsis,1,n. 方便性
twice,twais,1,"adv. 两次, 两倍"
dance,dæns. dɑ:ns,1,"n. 跳舞, 舞蹈, 舞会\nv. 跳舞"
consanguinity,.kɒnsæŋ'gwiniti,1,"n. 血亲, 血缘, 同族\n[医] 血亲"
perfected,,1,"v. 使…完美, 使…熟练（perfect的过去形式）"
baggage,'bægidʒ,1,n. 行李\n[经] 行李
engage,in'geidʒ,1,"vi. 答应, 从事, 交战\nvt. 使忙碌, 雇佣, 预定, 使从事于, 使参加"
materially,mә'tiәriәli,1,"adv. 实质上, 重大, 物质上"
bravery,'breivәri,1,n. 勇敢
tent,tent,1,"n. 帐篷, 帷幕, 住处, 塞条, 塞子\nvi. 住帐蓬, 宿营, 暂时居住\nvt. 用帐篷遮盖, 使住帐篷, 用塞条嵌入"
growth,grәuθ,1,"n. 生长, 栽培, 增长\n[计] 等比级数"
saving,'seiviŋ,1,"n. 存款, 挽救, 节约\na. 搭救的, 节约的, 保留的, 补偿的\nprep. 除...之外"
approving,әp'ru:viŋ,1,a. 赞成的
remembered,riˈmembəd,1,"v. 记得, 牢记( remember的过去式和过去分词 ); 纪念; 记着; 回想起"
resound,ri'zaund,1,"vi. 回响, 鸣响, 反响, 驰名, 被传遍\nvt. 使回响, 传颂"
occasionally,ә'keiʒәnli,1,"adv. 有时候, 偶而"
summers,,1,
amused,ә'mju:zd,1,"a. 愉快的, 被逗乐的"
memnon,'memnɔn,1,n. 门农（古典神话）
virus,'vaiәrәs,1,"n. 病毒, 滤过性病毒, 毒害\n[化] 病毒"
development,di'velәpmәnt,1,n. 发展\n[化] 展开
impunity,im'pju:niti,1,"n. 不受惩罚, 无事, 无患\n[法] 不受刑罚, 免罚, 免罪"
winters,,1,
dictates,dikˈteits,1,"n. 命令, 规定, 要求( dictate的名词复数 )\nv. 大声讲或读( dictate的第三人称单数 ); 口授; 支配; 摆布"
rooted,'ru:tid,1,"a. 生根的, 有根的, 根深蒂固的"
somewhere,'sʌmhwєә,1,"adv. 到某处, 在某处"
freeze,fri:z,1,"vi. 冻结, 冷冻, 僵硬, 楞住\nvt. 使结冰, 使冻住, 使呆住\nn. 结冰, 凝固\n[计] 冻结"
sods,sɔdz,1,"n. 愚笨的（男）人( sod的名词复数 ); 讨厌鬼; 招惹麻烦的事情; 草皮\nv. 颠覆, 破坏（政治制度、宗教信仰等）( subvert的过去式和过去分词 ); 激动, 大怒; 强压怒火; 生闷气(~with sth|~ at sth)"
myself-,,1,
soundest,,1,a. 最明智的（sound的最高级形式）; 最合理的; 最全面的
bartram,,1,
convince,kәn'vins,1,"vt. 说服, 使相信\n[法] 使确信, 使信服, 使人认识错误"
sixth,siksθ,1,"num. 第六, 六分之一"
flapping,,1,[计] 抖动
sinneth,,1,
remark,ri'mɑ:k,1,"n. 评论, 注意\nvt. 评论, 注意\nvi. 评论, 谈论\n[计] 注释"
sunrise,'sʌnraiz,1,"n. 日出, 黎明, 拂晓"
thaw,θɒ:,1,"n. 融解, 融化, 解冻时期\nvt. 使融解, 使缓和\nvi. 融化, 解冻"
frame,freim,1,"n. 框, 结构, 体格\nvt. 构成, 设计, 制定, 使适合, 陷害\n[计] 框架, 图文框, 帧"
nati,,1,
curacy,'kjurәsi,1,n. 助理牧师的职位
rain-storms,,1,
et,,1,
china,,1,
discomfiture,-fitʃә,1,"n. 失败, 狼狈, 困窘, 挫败, 败北"
affair,ә'fєә,1,"n. 事件, 事务, 恋爱事件"
labyrinth,'læbәrinθ,1,"n. 迷宫, 难解事物, 迷路\n[化] 迷宫; 曲径"
older,'әuldә,1,a. 年长的；较旧的
gookin,,1," [人名] 古金"
